,alsk.us,amt.us,amx.us,atni.us,bce.us,bt.us,cbb.us,ccoi.us,cel.us,cha.us,chl.us,cht.us,chu.us,cmcsa.us,cnsl.us,ctl.us,dish.us,eght.us,ftr.us,gsat.us,idcc.us,idt.us,ipas.us,irdm.us,kt.us,lbtya.us,lbtyk.us,mbt.us,oran.us,orbc.us,phi.us,ptnr.us,rci.us,sbac.us,shen.us,sify.us,sjr.us,skm.us,spok.us,t.us,tds.us,tef.us,teo.us,ti.us,tkc.us,tlk.us,tmus.us,tsu.us,tu.us,usm.us,utsi.us,vg.us,viv.us,vod.us,vz.us,win.us
teo.us,7.203344372494258e-05,5.612854300779906e-05,7.18785189950305e-05,5.480904523002303e-05,2.965893211354007e-05,5.400975875685111e-05,6.317334439008519e-05,5.724714796698738e-05,5.243289202340826e-05,5.7728769101993335e-05,3.547510941665134e-05,9.75216517397034e-06,4.832275220122363e-05,1.8255160940412314e-05,5.706279394291992e-05,3.574163826099206e-05,2.0869637973900782e-05,0.00011764155902166732,5.321994226950794e-05,4.959141244575905e-05,0.00010905527570043064,8.726008252918173e-05,4.3439187000108244e-05,6.35957448822024e-05,4.74838108992407e-05,5.867443762563535e-05,6.154336380926459e-05,7.217410286489814e-05,6.357669678105752e-05,9.157511865354232e-05,3.722872007878724e-05,3.595767827788729e-05,3.031761701109164e-05,4.879416429408678e-05,8.794153205451792e-05,9.41678439408997e-05,4.0634594514541246e-05,3.4607079435503025e-05,5.8209526703148724e-05,9.68435082294296e-06,8.347452361167994e-05,6.58605960546824e-05,0.0005091925347728509,6.614277715418426e-05,4.87914719535695e-05,4.39582788536017e-05,7.284443589209272e-05,6.547160335609826e-05,3.4692681636937553e-05,6.897191404203014e-05,9.362305303176893e-05,8.292932413829542e-05,7.621151049487655e-05,4.3530364037937156e-05,6.723215949789583e-06,5.8675443927587375e-05
ti.us,6.320663374502856e-05,5.3987802758456195e-05,6.19704420900099e-05,7.460707703716694e-05,3.243868724250779e-05,6.596288778790096e-05,7.691598274176094e-05,6.194686645495247e-05,4.7203022485445704e-05,5.8678561719413696e-05,3.7241029051989165e-05,6.8241844441374384e-06,5.439158963881534e-05,1.755488554149921e-05,4.988381744224016e-05,4.210132574741764e-05,1.898011012431881e-05,0.00010608753020932324,4.691014931700376e-05,8.584473330807472e-05,7.925118700743076e-05,8.57697068938142e-05,4.589269352900092e-05,6.308667865926836e-05,3.8557352868748216e-05,6.240090504019354e-05,5.980199284423233e-05,6.945896967160055e-05,8.68886055192297e-05,7.291291730393065e-05,2.5963502895355704e-05,4.6883437237495963e-05,4.3746037497326124e-05,4.903330288149447e-05,0.00010784029385552537,5.129554586544243e-05,4.5975323246670194e-05,3.567959727980123e-05,6.778309749425945e-05,5.357832156040889e-06,6.903345890996319e-05,9.750606122414823e-05,6.614277715418426e-05,0.00015612775704593502,5.754380137316208e-05,3.861564308155973e-05,7.480494570050303e-05,7.350926569875853e-05,3.822943647084954e-05,5.7383793424777196e-05,6.304972766236187e-05,7.963516547443128e-05,5.975541360448036e-05,5.520352231403765e-05,2.4339312099651078e-06,5.6041243137707485e-05
tkc.us,6.452949405008973e-05,4.360083020794716e-05,5.222770266857795e-05,5.917510967731078e-05,2.1591192097909632e-05,4.128309594043692e-05,6.369401375462796e-05,5.042465820013936e-05,3.287815400167828e-05,4.487476163273708e-05,2.9219268956456704e-05,9.388256998030801e-06,4.153231890365256e-05,1.0752254037464114e-05,3.457922503920037e-05,2.8400746914076408e-05,1.6372422654151805e-05,6.868471150334614e-05,3.5020412506238965e-05,8.133455762414508e-05,4.8164899791678776e-05,5.305690367943218e-05,2.8889532432219665e-05,4.320712261424e-05,3.1028779947501855e-05,4.455962519262364e-05,4.598685605000467e-05,6.202774477966223e-05,4.9190113825121104e-05,3.3118205767177965e-05,2.5083638684755338e-05,3.439138664212566e-05,3.251073156352227e-05,4.299282495932089e-05,7.393959298461608e-05,3.2535522225688385e-05,3.3976967360495704e-05,2.6895808282035964e-05,3.585895739780676e-05,2.238685640814827e-06,5.4697355690758126e-05,5.209827018929768e-05,4.87914719535695e-05,5.754380137316208e-05,0.00011493541532933009,4.058167178404417e-05,6.604791625413547e-05,5.673613471215424e-05,2.1705297442049265e-05,5.101497652641807e-05,6.0718858153072736e-05,6.48471108212157e-05,4.698917319544338e-05,3.654690023580322e-05,4.063364760460633e-06,3.918250717268972e-05
tlk.us,4.6678741234159754e-05,3.78867091314032e-05,4.199743010080273e-05,3.9177941430629336e-05,1.86251203096199e-05,3.501996559046229e-05,4.292149302803474e-05,3.933602251945799e-05,2.9430284738778794e-05,3.8967408228894876e-05,2.896047637910788e-05,8.311152205243533e-06,3.751663861468297e-05,9.491303909407696e-06,3.2069647556877804e-05,2.7251068673700438e-05,8.104719130489994e-06,6.403007560876202e-05,3.892827564950515e-05,5.08374431429129e-05,4.125173165781288e-05,6.313485650466646e-05,2.8449813437828195e-05,3.497596553280727e-05,2.8532369930883022e-05,3.9624967160422827e-05,4.076698108316004e-05,4.925761080379756e-05,3.749395690275584e-05,3.134468657621502e-05,2.5396158170754796e-05,3.263564009876592e-05,2.5521467956964372e-05,3.223384493085526e-05,6.427011840662956e-05,4.4796469833903915e-05,2.7024747247417817e-05,2.7672267452579762e-05,3.189698281151247e-05,4.147117099354338e-06,4.1401024556085835e-05,4.295889530775821e-05,4.39582788536017e-05,3.861564308155973e-05,4.058167178404417e-05,0.00010124961489231928,4.652158575200178e-05,4.121400878122881e-05,2.0915010752088875e-05,3.1344016760462853e-05,4.1605652480053906e-05,4.3173278620643e-05,4.1723412356917526e-05,2.951225031266126e-05,5.905608527676361e-06,3.48965683030308e-05
tmus.us,0.00011237141450455144,7.123449623231658e-05,8.346175818396679e-05,0.00011121430474796445,2.2541313799227207e-05,7.399797065768376e-05,9.11048262622548e-05,9.376838657612735e-05,7.874281458814562e-05,6.0060409281561344e-05,4.572199754213617e-05,3.4603127809510297e-07,5.70107982534585e-05,1.1962181976438826e-05,7.216683606331287e-05,4.539859715914542e-05,4.128924220263561e-05,0.00016198639548602005,6.326534818881869e-05,0.00013899961762008032,9.394359716908555e-05,0.00014934810127045745,6.776316307374385e-05,0.00012321481383598793,3.8273923828278726e-05,9.214413585924449e-05,8.867947162869202e-05,7.488946705985143e-05,7.281626192351452e-05,9.859921203315617e-05,2.9028803448662934e-05,7.49731349409804e-05,3.08740684877964e-05,7.414113137862327e-05,0.0001419026658331609,4.64542021376842e-05,4.526638716700743e-05,4.733965114185284e-05,0.00010694935950809015,1.0827220785464533e-05,0.00012757866364217774,7.29071438664849e-05,7.284443589209272e-05,7.480494570050303e-05,6.604791625413547e-05,4.652158575200178e-05,0.000567124850390548,8.649710579553009e-05,3.1329944287831784e-05,0.00011904669405560387,0.00011168210120072008,0.00014748002448122138,8.04148858905533e-05,6.339991254051072e-05,8.309903235926163e-06,6.852249305657759e-05
tsu.us,8.175962847280777e-05,4.8007029251041256e-05,7.104206078926012e-05,5.313322532636393e-05,3.189278335327534e-05,4.8845485599794456e-05,6.637310982181341e-05,7.853264374010448e-05,5.8587414309221296e-05,5.674951761628252e-05,4.161077767459339e-05,1.2667592347347122e-06,5.3547804223098057e-05,4.756820541623041e-06,5.116260575744733e-05,3.8902616967143344e-05,1.0821201342590778e-05,0.0001002252468130035,4.1868386128113024e-05,0.0001324674100376425,6.682849034079738e-05,7.758155428464589e-05,3.3553798011220285e-05,6.0181872362863755e-05,3.724833123086823e-05,5.1457014417529364e-05,4.968665865181577e-05,8.648258960338916e-05,6.006894862729855e-05,5.202612582438894e-05,3.0013274057340622e-05,5.621214808614589e-05,3.531590477216716e-05,5.7536931092845924e-05,9.594822968119966e-05,4.031811663033498e-05,4.26673591184491e-05,3.15511060860571e-05,4.888902191166569e-05,-1.1574599184101334e-06,7.073986243922195e-05,6.714359618669573e-05,6.547160335609826e-05,7.350926569875853e-05,5.673613471215424e-05,4.121400878122881e-05,8.649710579553009e-05,0.00031418571177243605,2.881505920738699e-05,6.574288924804818e-05,3.752791403795387e-05,7.62927411666334e-05,0.00013911694171944965,4.452579725045954e-05,-9.767335900192778e-07,4.467565820847384e-05
tu.us,2.7339265100925767e-05,3.2820902520211595e-05,2.8648731739657024e-05,3.693170100032052e-05,4.671107480983134e-05,2.7728145901848894e-05,3.9248037894305845e-05,3.460737026673467e-05,2.9922222149517578e-05,2.6879588107144443e-05,2.0417654066756344e-05,-7.011354812317512e-07,2.9392675854304765e-05,1.3190759198831354e-06,3.212230999776434e-05,2.623271819799037e-05,5.7300420059381246e-06,4.920680639829347e-05,2.8759912807009385e-05,3.356712832631487e-05,5.026233553972935e-05,4.298201634950732e-05,1.7535430040231802e-05,2.8114308701277108e-05,1.599918929841486e-05,3.412147827142333e-05,3.3209224115904105e-05,4.0833450315755964e-05,3.4183031167844274e-05,3.868561673002636e-05,1.6759608126288252e-05,2.0656915448258374e-05,5.7177653107783436e-05,3.2310586647961316e-05,5.057960266140111e-05,4.844189752297916e-05,4.3210700540971195e-05,1.7818884475569856e-05,3.896522534347105e-05,2.0623168909763565e-06,4.060477125244829e-05,3.628877704997035e-05,3.4692681636937553e-05,3.822943647084954e-05,2.1705297442049265e-05,2.0915010752088875e-05,3.1329944287831784e-05,2.881505920738699e-05,0.00010887013103116437,3.40337963238922e-05,2.681573760504122e-05,3.907164693687784e-05,3.098091447162475e-05,2.566110027603238e-05,4.0271279736672295e-06,2.4447568825130022e-05
usm.us,8.893694273124823e-05,5.9992334286086365e-05,6.885537012672456e-05,8.454763371296324e-05,3.442011570921327e-05,4.985027793632896e-05,9.030083419597793e-05,7.434983491234843e-05,4.6929252218695335e-05,5.2741125417045295e-05,3.856020933222817e-05,2.646232355748515e-06,4.7811433011566334e-05,1.241129759654802e-05,6.853843850255397e-05,3.8559050083700474e-05,1.997724125462751e-05,0.00012334048004131754,6.365684936883242e-05,0.00010573049169534279,8.7201850467074e-05,0.00010248441165011793,6.677606386135143e-05,0.00010148501856858702,3.480965492193569e-05,6.60098027078618e-05,6.237183077059181e-05,6.525404669654532e-05,5.320378728807176e-05,7.3650056320614e-05,3.0106752741233375e-05,4.646720376126337e-05,4.0932076856579607e-05,5.8315797866273585e-05,0.00014360503534282325,5.091025931168853e-05,3.601864101063974e-05,3.8348701557522e-05,0.00010563245983260485,7.892321645226881e-06,0.0002018089094725936,5.543214963475824e-05,6.897191404203014e-05,5.7383793424777196e-05,5.101497652641807e-05,3.1344016760462853e-05,0.00011904669405560387,6.574288924804818e-05,3.40337963238922e-05,0.0002587394004516313,9.461624638583601e-05,9.525018804030652e-05,5.841397536425404e-05,4.6555673078767456e-05,7.432249933337029e-06,5.4078142232264276e-05
utsi.us,6.176477872221136e-05,5.30186552490277e-05,6.933256732139039e-05,5.327509159442728e-05,3.055385581899369e-05,5.637944863783652e-05,4.864888851748328e-05,0.00011339764810581192,3.545146956216737e-05,5.570368970689087e-05,4.001956761489506e-05,1.9321924569332936e-05,4.779868932754808e-05,4.271636573608652e-05,4.715990938384551e-05,2.682621682226823e-05,7.471954274975969e-05,0.00013328140705296267,4.853846906937154e-05,0.00019704643217076536,0.00013954205456702764,0.00010267553833558545,0.0001462222086888976,8.920742616201459e-05,5.814507524707355e-05,7.027754917598209e-05,7.374351929221279e-05,7.630467445647184e-05,5.2337629087545325e-05,6.64102073868514e-05,3.484022943405692e-05,4.739451020539168e-05,3.592596760714669e-05,7.092651996733078e-05,0.00010696694754646401,0.0001279633929462258,4.2873957313692044e-05,4.362514952127897e-05,7.652852484734318e-05,1.3226951097600848e-05,0.00011114359700422358,6.044814244194151e-05,9.362305303176893e-05,6.304972766236187e-05,6.0718858153072736e-05,4.1605652480053906e-05,0.00011168210120072008,3.752791403795387e-05,2.681573760504122e-05,9.461624638583601e-05,0.0009598882420233112,0.0001133049163180745,5.7751386169699e-05,4.703534412187891e-05,1.1837403105478966e-05,4.824696856233759e-05
vg.us,0.00010239549193476263,6.645756533088965e-05,7.273803166827424e-05,0.00011702412852567737,3.4837958039056804e-05,6.750273829108218e-05,0.0001460269796691252,0.0001284870949248723,6.543228872038203e-05,7.207070462322829e-05,4.5517421593662844e-05,6.460480130889929e-06,5.940307671175322e-05,1.5667475868290442e-05,9.356110656797914e-05,3.6160772535693876e-05,3.055585503069026e-05,0.00026996924157282647,7.679437319821374e-05,0.00021064242958980558,0.0001569424654292023,0.00017332580837374297,7.903681146737458e-05,0.00013890500705325814,3.9316424283240676e-05,8.498911406872445e-05,7.914384916981477e-05,5.6468538588043686e-05,7.31563607424018e-05,0.00014726940069081622,3.0177969536629612e-05,6.264742750126007e-05,3.8022204377810814e-05,7.484154142995143e-05,0.0001905848092172327,9.021256576668189e-05,4.679782804882543e-05,2.305071904814746e-05,0.00014258707176698565,5.908856591847049e-06,0.00010027669031926035,7.86273026395634e-05,8.292932413829542e-05,7.963516547443128e-05,6.48471108212157e-05,4.3173278620643e-05,0.00014748002448122138,7.62927411666334e-05,3.907164693687784e-05,9.525018804030652e-05,0.0001133049163180745,0.0008774883020513559,7.267447988228232e-05,5.813196713682626e-05,1.8417439378624721e-06,6.00928004098577e-05
viv.us,8.306813261887103e-05,4.73276901981227e-05,6.085151987553721e-05,4.966281049693406e-05,2.8680962102683166e-05,4.8315855664970594e-05,5.820309299295101e-05,6.0855699563288035e-05,4.7865974701160715e-05,5.323033495188055e-05,3.479745080800012e-05,8.237900521057252e-06,5.163560003876536e-05,1.0473252931600738e-05,4.6294899910083505e-05,3.777858079492701e-05,2.6326104271099332e-05,8.64453505239699e-05,5.1270883144089545e-05,5.696237279987989e-05,6.84690218051103e-05,7.578766655196736e-05,3.8876707748323284e-05,5.79016062390134e-05,3.80027435598108e-05,5.4926770054561494e-05,5.424201543410332e-05,5.751858712088259e-05,5.6186032343587376e-05,5.004951054030242e-05,3.179837073535129e-05,4.770612937917581e-05,3.2101535382993726e-05,5.2535440750253844e-05,8.014471976565024e-05,4.1952999134489323e-05,3.999692034522079e-05,2.718920717260767e-05,4.9524493276434695e-05,1.0857532248061129e-05,7.098891981267922e-05,6.149863939411299e-05,7.621151049487655e-05,5.975541360448036e-05,4.698917319544338e-05,4.1723412356917526e-05,8.04148858905533e-05,0.00013911694171944965,3.098091447162475e-05,5.841397536425404e-05,5.7751386169699e-05,7.267447988228232e-05,0.00023815127294331287,4.097027543149053e-05,1.0904928153277647e-05,4.663493185114367e-05
vod.us,5.064090620638367e-05,4.010116672543787e-05,4.12964398014248e-05,4.654420168579321e-05,2.2293202145130745e-05,4.721722515459033e-05,4.794883396993269e-05,4.5370761013038266e-05,2.9921394018922362e-05,3.7966831817111e-05,2.6839373509820412e-05,5.013792317951479e-06,3.388323868769134e-05,1.2907673859329514e-05,3.388614574030469e-05,2.991639406530134e-05,1.4335636063054524e-05,7.158412859018018e-05,3.5114231282418e-05,5.877302859562693e-05,6.012813759699595e-05,6.001508816151082e-05,2.9442147244103087e-05,4.220996340857897e-05,2.4363485499846015e-05,4.7652159178011074e-05,4.606313339145698e-05,5.074873023195789e-05,5.2726158285382234e-05,4.357767588990202e-05,1.8385871422667777e-05,2.9185823265454797e-05,2.974643432827936e-05,4.017998787943007e-05,6.522421412879626e-05,2.7285875778716166e-05,3.111373550904353e-05,2.557102284199197e-05,3.935492222736498e-05,8.08031286332325e-06,5.30221790921561e-05,5.459079329881253e-05,4.3530364037937156e-05,5.520352231403765e-05,3.654690023580322e-05,2.951225031266126e-05,6.339991254051072e-05,4.452579725045954e-05,2.566110027603238e-05,4.6555673078767456e-05,4.703534412187891e-05,5.813196713682626e-05,4.097027543149053e-05,6.8694196730386e-05,5.833590229350258e-06,3.9761021850836876e-05
vz.us,1.4121274404768062e-05,2.382778611146971e-06,4.446944493635122e-06,2.676863762394358e-06,3.3002291323088947e-06,7.173777126841904e-06,4.640955525207456e-06,4.629170726281412e-06,8.063117177002834e-06,3.341044689175423e-06,3.3317202471832773e-06,1.554370505538496e-05,4.819877027252393e-06,3.4591472158738175e-05,6.031893741092771e-06,8.010504987036624e-06,3.1417071723124226e-05,-1.3621769718620876e-05,6.924320886919133e-06,-1.0311688074247874e-05,1.5534661120555087e-06,-4.754841758515128e-06,9.583406738925262e-06,2.9519749231060575e-06,9.287251675616273e-06,9.849503823552577e-06,1.0347510878062272e-05,7.388952384362504e-06,5.773313193260524e-06,-4.2670517697696215e-07,1.5138948766317136e-06,1.3120727600713405e-06,2.979518774926028e-06,5.387534428514219e-06,7.342999154413618e-06,1.16815143428763e-05,4.720906144630931e-06,3.3506216260456085e-06,-1.7707818381740166e-06,4.6368299877718415e-05,2.608326365798566e-06,6.948540620830764e-06,6.723215949789583e-06,2.4339312099651078e-06,4.063364760460633e-06,5.905608527676361e-06,8.309903235926163e-06,-9.767335900192778e-07,4.0271279736672295e-06,7.432249933337029e-06,1.1837403105478966e-05,1.8417439378624721e-06,1.0904928153277647e-05,5.833590229350258e-06,7.566575125669876e-05,9.99416935184928e-06
win.us,8.941335213909292e-05,4.4460654776369366e-05,4.1126261412682054e-05,5.710117743408207e-05,2.5261498532796426e-05,4.4425072737831914e-05,7.32469488467861e-05,6.015816988980247e-05,3.9265745980185675e-05,4.275205062908737e-05,2.8200646979753613e-05,6.555199280499852e-06,3.8020989412254646e-05,1.1874260443085603e-05,5.948585091695294e-05,6.72196290297909e-05,1.58296800804248e-05,7.609311216451798e-05,8.338402501238348e-05,5.1259778782339444e-05,6.99965371064516e-05,7.005332535708142e-05,1.4309476387984233e-05,4.7837488816915056e-05,2.407185121276072e-05,4.389282278193199e-05,4.9251565384894684e-05,4.229969008294249e-05,4.4672968327729444e-05,3.312658469308157e-05,1.9790901004375284e-05,3.110594126523001e-05,3.103019299307428e-05,4.058203524269065e-05,8.309008170694413e-05,6.63485118479281e-05,3.664581388920873e-05,2.6396489003585843e-05,4.562801873394724e-05,1.1151878502000021e-05,5.626098029803934e-05,5.285014609563257e-05,5.8675443927587375e-05,5.6041243137707485e-05,3.918250717268972e-05,3.48965683030308e-05,6.852249305657759e-05,4.467565820847384e-05,2.4447568825130022e-05,5.4078142232264276e-05,4.824696856233759e-05,6.00928004098577e-05,4.663493185114367e-05,3.9761021850836876e-05,9.99416935184928e-06,0.00016041555399729123
