,aee.us,aep.us,aes.us,ale.us,apu.us,artna.us,at.us,ato.us,ava.us,awk.us,awr.us,bip.us,bkh.us,cdzi.us,cig.us,cms.us,cnp.us,cpk.us,cpl.us,ctws.us,cwco.us,cwt.us,czz.us,d.us,dte.us,duk.us,ed.us,ee.us,eix.us,elp.us,es.us,etr.us,exc.us,fcel.us,fe.us,he.us,ida.us,kep.us,lnt.us,mgee.us,msex.us,nee.us,ngg.us,ni.us,njr.us,nrg.us,nwe.us,nwn.us,oge.us,ora.us,ottr.us,pam.us,pcg.us,peg.us,pnm.us,pnw.us,por.us,ppl.us,sbs.us,sji.us,sjw.us,so.us,sph.us,sr.us,sre.us,swx.us,tac.us,tgs.us,ugi.us,utl.us,wec.us,wtr.us,xel.us,yorw.us
sbs.us,8.748073674945674e-06,5.592813149010086e-06,2.8677614787355007e-05,4.424633234080483e-05,3.523040279238253e-05,3.1390658330008694e-05,5.8918594316750775e-05,4.6188839156678714e-05,4.602036936741805e-05,4.8760233657832226e-05,7.20616773274431e-05,4.040396680860605e-05,6.312774534171862e-05,5.726685107676952e-05,0.00011243293421812868,4.035689567082304e-05,5.466333754351038e-05,5.8601372712792375e-05,0.00010167493123521149,5.3444732420705694e-05,6.852049378983334e-05,6.425074577028079e-05,0.00011420006193784771,8.36135351033986e-06,1.0466955719135435e-05,6.912821256362288e-06,4.570689923750288e-06,4.4558191872822205e-05,1.3810725406496949e-05,0.00011681403538796216,3.975769396954831e-05,1.0742423548135537e-05,1.4955062779171301e-05,9.798710989495447e-05,9.838233947162125e-06,4.225764093351774e-05,5.2374031083671685e-05,5.6988201588957885e-05,4.235661239794595e-05,4.5176308556508905e-05,5.778699480788775e-05,3.283614964404982e-05,3.7931727213263755e-05,1.700243099868892e-05,5.588228266801573e-05,5.533661083394901e-05,4.908005457460289e-05,4.46040406761672e-05,5.5543305186810956e-05,7.270161766027477e-05,6.6140469958409e-05,5.014916239438518e-05,0.0002581559175139646,1.1077638091408492e-05,6.024773162867461e-05,1.029939574182469e-05,4.12547477668061e-05,1.0282662565891616e-05,0.00029759503347590347,5.335823103217079e-05,6.759595472449002e-05,3.969841828417247e-06,3.1979736000930205e-05,4.698517631188213e-05,7.781657678510917e-06,5.508059643189473e-05,5.373536231166023e-05,4.313396449304309e-05,4.811838198700119e-05,3.588323505480886e-05,7.968085694490828e-06,6.0333047936169926e-05,3.326276926648373e-06,5.692689263681102e-05
sji.us,6.97347956703293e-06,5.1486011432314515e-06,1.4229283195347695e-05,6.817762309190093e-05,4.0619435415002046e-05,4.926335151415667e-05,5.678308917966564e-05,7.330189236266451e-05,7.054761252620608e-05,5.798130812844019e-05,8.576005706821915e-05,3.6603913558124516e-05,7.910636469361972e-05,9.735698941817147e-05,5.295133992240905e-05,5.9337169398167116e-05,5.826020448613831e-05,7.746729036580172e-05,4.698118323168565e-05,7.594475006299377e-05,8.475791069114496e-05,7.612564890011481e-05,5.866752852486174e-05,6.761906923115976e-06,6.832023609852196e-06,4.0444393345003326e-06,5.946753461078461e-06,6.976264697176772e-05,-5.029257270280167e-06,4.7805108614511625e-05,5.809314485110503e-05,5.932932862771417e-06,-2.178401091416905e-07,9.095128251176357e-05,2.1865328096112903e-07,6.185127187297063e-05,7.225407699324364e-05,4.021110323308432e-05,5.933031073897961e-05,7.575661877075197e-05,7.43282064147752e-05,4.800476280569956e-05,3.354670617274877e-05,1.0053406697631944e-05,8.883864499431431e-05,6.548878318480509e-05,7.420832290350364e-05,7.018883742634065e-05,6.57760235175007e-05,7.289037471586534e-05,8.047715666984798e-05,3.213233607288856e-05,-0.00010193460902595803,5.519097650715144e-06,7.726598296793966e-05,9.582652584094333e-06,6.328938374082024e-05,2.496945794271268e-06,5.335823103217079e-05,0.00011413724398759821,8.652813956919895e-05,4.890965082759987e-06,3.141587990987757e-05,7.509697955792197e-05,4.509215811946248e-06,8.191200041512523e-05,4.066703608748114e-05,3.3510103045935706e-05,7.031409336879909e-05,6.323242253476707e-05,6.102832964633601e-06,7.274413335038985e-05,5.442713219176873e-06,6.85629671205983e-05
sjw.us,4.557923929203973e-06,-4.20632179376096e-07,9.200437266915859e-06,7.20715094726011e-05,4.386442187328663e-05,8.740417498832832e-05,7.137112972268769e-05,6.875470526775546e-05,7.36596487709557e-05,6.033987969864399e-05,0.00011780701590378829,3.428272920984172e-05,8.87818379480888e-05,0.00015313872488235736,5.10684428048081e-05,4.852761069681288e-05,5.637230523324666e-05,0.00010295962275620526,4.963977235162666e-05,0.00012981654673616406,0.00013669977121308783,0.00011029270246454373,7.27100462231719e-05,5.418078194511996e-06,5.6485799684712415e-06,2.22943893736325e-07,4.1409050816837425e-06,6.950135395638183e-05,-6.246692455682501e-06,4.729872135096943e-05,4.8584032867037184e-05,4.813543402450829e-06,-3.304792847493553e-06,0.00012728616003544722,4.590695257908029e-06,6.239871406324803e-05,7.884621376277953e-05,4.912826556153881e-05,5.7019840369922566e-05,9.589497657934376e-05,0.00011916569139917531,3.983846306439295e-05,3.6894847725646194e-05,4.509156999721227e-06,9.394967123866462e-05,6.378099415552714e-05,8.152748612375282e-05,8.051417538823941e-05,6.725374540920696e-05,0.0001118239873047865,0.00010947928732765392,3.875983142647956e-05,-0.00023341015504521492,2.9066088464916276e-06,8.387374588015448e-05,5.480808411381598e-06,6.220387490080195e-05,-4.0341807975465e-06,6.759595472449002e-05,8.652813956919895e-05,0.00024218655427678666,3.1211740339146317e-06,3.3210884763623614e-05,8.856875257078473e-05,-2.0779294624694443e-06,9.075553610965905e-05,5.154834056061325e-05,4.3035410674507764e-05,6.031944006983902e-05,9.009958166655201e-05,4.352465648457026e-06,7.853612083857712e-05,3.67873054916304e-06,0.0001116268630288035
so.us,4.606067348289588e-05,4.3915222951306426e-05,4.802875421193451e-05,6.537171747917429e-06,4.492888060557619e-06,2.4981128628195375e-06,5.6874149520780515e-06,5.253010844693794e-06,9.523411740870838e-06,2.831143022698688e-06,6.510573697242873e-06,8.30658753697206e-06,7.587902560102372e-06,9.378872630267239e-06,2.768631682648533e-06,8.433327201754556e-06,4.675480264184363e-06,2.5626057402711957e-06,5.6382028488198904e-06,5.853875880738257e-06,-4.465754203153489e-06,3.5662516220422103e-06,6.345535528779166e-06,4.242104051785804e-05,4.2385261962316526e-05,4.1648311003381934e-05,4.217603901600908e-05,5.748177712387251e-06,3.851618982770139e-05,5.405110153919809e-06,1.0527094898842568e-05,4.30066589294673e-05,4.3042783045458985e-05,6.729158100988777e-06,4.3554949429622286e-05,7.775970853052191e-06,7.699161698699156e-06,7.448227466125049e-06,7.612386501622364e-06,5.5594948165846075e-06,4.328201114141982e-06,9.744200679646639e-06,7.068056523340295e-06,4.050945966712135e-05,2.865990866341627e-06,5.420371802051366e-06,9.8624793425698e-06,4.739595312821033e-06,1.0512134895013352e-05,4.907631487779361e-06,4.227789893883166e-06,1.224500954551005e-06,-2.5544332945875295e-05,4.599119918653332e-05,9.625270174119596e-06,4.441470163575664e-05,8.512865714663202e-06,3.823670189550106e-05,3.969841828417247e-06,4.890965082759987e-06,3.1211740339146317e-06,5.111999767566995e-05,4.608118215541407e-06,4.526667604339939e-06,3.793847494083914e-05,8.193422101683516e-06,7.873280965197354e-06,6.08145919218067e-06,2.822200463332248e-06,5.216157811170235e-06,4.5137729129834334e-05,2.9141106171521835e-06,4.338352358323168e-05,-1.8187531265880472e-06
sph.us,4.01830906230664e-06,5.766300034454451e-06,1.7725346032809422e-05,2.5107728715101884e-05,5.1852729320389445e-05,1.883036686196252e-05,4.3905816540860386e-05,3.295527835769746e-05,2.5520153915200907e-05,2.6110053178182417e-05,3.167445191759116e-05,2.0888333542705656e-05,3.234632159327239e-05,3.791691403626989e-05,2.790624614850676e-05,2.629220181910117e-05,2.7511567567736253e-05,2.5516126798525355e-05,1.8648849090990506e-05,1.7637461839840152e-05,3.504744610730165e-05,2.9171790209621678e-05,3.913357933246729e-05,5.558588994371994e-06,4.319070392425748e-06,3.5113122109268935e-06,3.6581976718474333e-06,2.582750811025125e-05,1.4850128143449028e-05,1.5931599342423364e-05,2.5429650088354547e-05,3.791573247367469e-06,3.1574673877393435e-06,6.715881558614049e-05,5.186590780649271e-06,2.2093993313770426e-05,2.7488469663516955e-05,2.221535083925894e-05,2.649187222721032e-05,2.550562605235549e-05,2.8547023657156085e-05,1.970410622324029e-05,1.976239263415131e-05,5.453197371358533e-06,3.401735172958144e-05,2.7342800741021517e-05,3.0356973119097715e-05,2.7830965320877337e-05,3.3524852728730136e-05,3.695297552173493e-05,3.1736480557090875e-05,2.9363396289917345e-05,-8.769351740671799e-05,1.6086998618073875e-06,2.936641741132782e-05,4.1293017277727825e-06,2.1650294049561865e-05,3.3502236376004644e-06,3.1979736000930205e-05,3.141587990987757e-05,3.3210884763623614e-05,4.608118215541407e-06,0.0001296067501577656,3.18007320507171e-05,1.8468414238237205e-06,3.1895126508585826e-05,3.155342573418946e-05,2.174620957638666e-05,3.551451766577736e-05,2.094055852935285e-05,2.556078940764498e-06,3.3216985029199384e-05,3.7319952633155688e-06,2.8548103663949615e-05
sr.us,4.702859770884298e-06,4.663148496026914e-06,9.70836621042043e-06,6.324119134632674e-05,3.686404001663141e-05,5.335585400863025e-05,5.438680172401476e-05,6.417560187659774e-05,6.558553716592188e-05,5.210918065369125e-05,8.279279664683802e-05,3.5681725427381034e-05,7.395259057487347e-05,9.10697494529665e-05,4.245124629986496e-05,5.264386910253361e-05,5.497633679927498e-05,7.539917057480028e-05,3.863683692088e-05,7.779946028464112e-05,8.613785395278281e-05,7.382412974875935e-05,5.013311204651437e-05,6.441558900735352e-06,5.423828725922078e-06,2.780178814483848e-06,4.164445748061914e-06,6.115525262502674e-05,-6.539367461073668e-06,4.301354497366732e-05,5.067979134705947e-05,6.081469198968735e-06,1.7677744867201498e-06,9.491426831833454e-05,7.411313564377575e-07,5.51066246988938e-05,6.567497860536412e-05,3.722220895165237e-05,5.503162696367484e-05,7.105729124455051e-05,6.922709006871994e-05,4.5391339670332205e-05,2.9871637308704114e-05,8.269968013795852e-06,7.861466549640625e-05,5.801763468655082e-05,6.673603329689044e-05,6.624188080087312e-05,5.8379424027987484e-05,7.042966024097894e-05,7.732555570132574e-05,3.0706578827546454e-05,-0.00012182824043188481,4.6677187466123805e-06,6.835782936365038e-05,5.808946332053289e-06,5.6363378430347614e-05,1.7735117936786815e-06,4.698517631188213e-05,7.509697955792197e-05,8.856875257078473e-05,4.526667604339939e-06,3.18007320507171e-05,0.00010423103123653823,2.9362708390206265e-06,7.558569394758752e-05,3.84301311897077e-05,3.086197022119583e-05,6.2175721238542e-05,6.089272946948804e-05,4.7608339384800766e-06,6.301751789232021e-05,3.7335464693816983e-06,6.531412964273865e-05
sre.us,5.609083772653599e-05,5.056654040810148e-05,7.347379772981244e-05,5.986334869324329e-06,1.2240693412256817e-06,-9.689445398799426e-07,-4.911135395201842e-06,5.661336154813489e-06,6.567171541727512e-06,2.124330984699192e-06,2.6168490308308155e-06,9.12628840337177e-06,7.24240968075568e-06,-1.3905505836582966e-05,2.3834196716202583e-06,7.59230727501288e-06,4.684175786504577e-06,-3.1419285159570127e-06,6.941637038042644e-06,-9.265774261773068e-07,-3.279848022583991e-06,-9.71080601060525e-07,3.936219621795751e-06,5.210179900102187e-05,5.334826779085156e-05,4.457244526615015e-05,4.3096074209507126e-05,3.2535312234034144e-06,5.081341416114125e-05,1.393543090850258e-06,7.926678121167207e-06,5.135198759361387e-05,4.998112400184955e-05,9.804688155469235e-07,5.161755609982076e-05,3.862023049071425e-06,4.752140443262605e-06,1.0084661689167253e-05,5.609640551945925e-06,1.5522352762596044e-06,-5.009972998155425e-06,7.756533147500223e-06,6.876349722359938e-06,6.0783601818756915e-05,-2.1663011808822415e-07,9.948180253490885e-06,2.1758581290152405e-06,1.811170947218468e-06,1.1620989942363232e-05,2.364487652867845e-06,-5.50958488066573e-07,2.2272634901483025e-06,2.795573484712026e-05,5.689438657863559e-05,9.772229878349675e-06,5.471110178768468e-05,7.404109630507133e-06,4.643624535015073e-05,7.781657678510917e-06,4.509215811946248e-06,-2.0779294624694443e-06,3.793847494083914e-05,1.8468414238237205e-06,2.9362708390206265e-06,8.414492938299786e-05,4.778071712804149e-06,1.0550119779966658e-05,1.3301502372138325e-05,3.3837288513069127e-06,3.639308658543205e-07,5.2287670744538466e-05,8.040183607074838e-07,4.9373760684610126e-05,-3.0735976375982834e-06
swx.us,8.045363572111318e-06,7.203446576742906e-06,1.3937758117487584e-05,6.701169957712938e-05,4.204593208064557e-05,5.296592253049968e-05,6.0942890850490564e-05,7.19398533338908e-05,7.198784191367144e-05,5.5314676169793347e-05,8.624853214664858e-05,3.836812395043175e-05,7.904844674064505e-05,9.283788810238141e-05,5.332439530075526e-05,5.892031628209158e-05,6.238322914886822e-05,7.948862730850437e-05,4.676069649206197e-05,7.800411793188207e-05,8.976597093406597e-05,7.778923999432438e-05,5.872831987543431e-05,9.441505549964115e-06,9.036429127437032e-06,6.257227299010204e-06,8.667889399188756e-06,6.980879962518068e-05,9.832645721246703e-07,4.821823684056318e-05,5.818684194275305e-05,8.316550276354202e-06,4.006540170686771e-06,9.646148018362491e-05,5.791395485276305e-06,6.105366297825244e-05,7.464874526580107e-05,4.198398228443166e-05,6.126520556577023e-05,7.716948397535714e-05,7.43125845025238e-05,4.883685306713925e-05,3.557850462211108e-05,1.1109448518787736e-05,8.617675430328193e-05,6.137302845681599e-05,7.278325453248295e-05,7.178733966014233e-05,6.407988745730448e-05,8.16946895089651e-05,8.447987367171222e-05,3.379286500945056e-05,1.5583100492806096e-05,7.420005356810242e-06,7.772503594903079e-05,1.1443570958213727e-05,6.255378148781634e-05,6.127615366357645e-06,5.508059643189473e-05,8.191200041512523e-05,9.075553610965905e-05,8.193422101683516e-06,3.1895126508585826e-05,7.558569394758752e-05,4.778071712804149e-06,0.00011293965689071786,4.43491823835132e-05,2.515372320946122e-05,6.940701064612372e-05,6.784202018971457e-05,8.549149262078241e-06,7.108554665619786e-05,7.355904104289802e-06,7.374837983360231e-05
tac.us,1.0431547881595598e-05,1.020416465476745e-05,2.1705294009653686e-05,3.253310093107573e-05,3.246476045614021e-05,2.774736547919794e-05,7.230796757833815e-05,4.061988682579661e-05,3.5971115965381745e-05,3.354304517793671e-05,4.210097396219197e-05,3.28477795051142e-05,4.382709802232844e-05,6.13841856890055e-05,4.680027956816028e-05,3.5300408464155224e-05,4.1677449113499294e-05,4.032798666449176e-05,4.698818733301731e-05,3.669245854528819e-05,4.2335850206913593e-05,3.866807792626084e-05,6.473217876929183e-05,1.1058835192857244e-05,9.111439274646629e-06,8.052093181664628e-06,6.890272127869114e-06,3.769843816298672e-05,4.74614147082703e-06,4.450672155241495e-05,3.458259129098944e-05,1.4441795408721016e-05,1.259987167139427e-05,5.953990474722331e-05,1.1806624968577197e-05,3.344702756685207e-05,3.95163960558065e-05,3.959289634617795e-05,3.514550752722458e-05,3.476070355073256e-05,4.064821832452471e-05,3.137435878861667e-05,3.099646146215183e-05,1.5729704059640722e-05,4.2273269257530395e-05,5.830225260824702e-05,3.900566571999039e-05,3.803256294560741e-05,4.06712299984259e-05,5.71212431825796e-05,4.2020119450903535e-05,3.4403426086833604e-05,0.00021453705888847314,1.1865104095295542e-05,3.976648153797096e-05,9.35638466317507e-06,3.3343618570564015e-05,9.516251601498967e-06,5.373536231166023e-05,4.066703608748114e-05,5.154834056061325e-05,7.873280965197354e-06,3.155342573418946e-05,3.84301311897077e-05,1.0550119779966658e-05,4.43491823835132e-05,0.00014187978359310729,1.776940981747641e-05,3.8103380522639146e-05,2.960642300717647e-05,8.756409713676068e-06,4.080868393599028e-05,7.459412927828059e-06,3.883176295534452e-05
tgs.us,1.2966343323520457e-05,1.4224627784844528e-05,2.303065114392746e-05,1.905536429215177e-05,1.6305514644428775e-05,2.8309033373613216e-05,4.081804055057614e-05,2.4431876717194465e-05,2.370375458798996e-05,1.8587988110196716e-05,2.130297932961162e-05,2.5627456985104892e-05,3.3938891391333006e-05,2.94727152756961e-05,2.766211269683159e-05,1.7715736730895347e-05,2.3719608681207292e-05,2.5822517577372716e-05,2.9808898950266504e-05,2.338876036406475e-05,6.116892092907168e-05,3.413435777352866e-05,4.1928408425648366e-05,8.776199746327748e-06,1.3986875788360413e-05,1.29615619776456e-05,1.2992971115052646e-05,2.7699800931024106e-05,1.2021254153472448e-05,1.730208945291632e-05,2.0624342861062164e-05,9.935018821720187e-06,9.886277697834493e-06,6.34480253833269e-05,1.4656070470488775e-05,1.6677682820811808e-05,3.0270155365303152e-05,3.7259810003093174e-05,2.238330552839198e-05,2.563879212392317e-05,2.8708639391509302e-05,9.554786425139894e-06,2.036278391706119e-05,7.153058287394397e-06,2.4005376302025095e-05,3.408101622266599e-05,2.1382195116251345e-05,2.130857506377344e-05,3.304136255948322e-05,5.6095804388322495e-05,4.504679681043766e-05,0.00020668200804583347,-0.0006902222189680855,1.3418676123339471e-05,2.1981554377831535e-05,1.5059715299870573e-05,1.6855813070541898e-05,9.193117962852285e-06,4.313396449304309e-05,3.3510103045935706e-05,4.3035410674507764e-05,6.08145919218067e-06,2.174620957638666e-05,3.086197022119583e-05,1.3301502372138325e-05,2.515372320946122e-05,1.776940981747641e-05,0.0008973352356303065,2.612121128630931e-05,1.5283494543984227e-05,9.154834240675251e-06,2.9497732444333208e-05,1.040593274393815e-05,3.974424388584177e-05
ugi.us,6.271766295382687e-06,5.530479850903232e-06,1.429586606880993e-05,5.6478727953648726e-05,4.4048372307305376e-05,3.8450529217087104e-05,5.0362008540370305e-05,7.129795217884339e-05,6.119027958074278e-05,5.2147936130258984e-05,6.525222846377488e-05,3.775446971781142e-05,7.248222386371904e-05,6.970050122868632e-05,4.4321840928329925e-05,5.584547775285671e-05,5.832777815552708e-05,5.7753255717014784e-05,3.787021392007885e-05,5.3510950362019584e-05,5.809805523524002e-05,6.150944932518487e-05,5.193572138053919e-05,6.3496801843341135e-06,6.02979513976319e-06,3.6612980363108493e-06,4.161573349902379e-06,5.453585911941972e-05,9.704567858900675e-06,4.6094589059516466e-05,5.4555334441401455e-05,4.075983178582023e-06,2.7113058494175145e-06,8.325629288460195e-05,2.023748406153133e-06,5.7017591110411466e-05,6.318987810608137e-05,3.691350226388864e-05,5.84727677065818e-05,6.253884421091693e-05,5.115999472811239e-05,4.5510129488657016e-05,3.2192892788451145e-05,7.9851382874691e-06,7.152304175219393e-05,6.682486681837539e-05,6.117378400783006e-05,5.496562579871245e-05,6.0256210363931705e-05,6.730798146912404e-05,6.442678343577807e-05,3.929343429979197e-05,6.820779545495438e-05,4.463149994137334e-06,6.521239394948398e-05,7.815948876291158e-06,5.6401542610002656e-05,5.237940331931772e-07,4.811838198700119e-05,7.031409336879909e-05,6.031944006983902e-05,2.822200463332248e-06,3.551451766577736e-05,6.2175721238542e-05,3.3837288513069127e-06,6.940701064612372e-05,3.8103380522639146e-05,2.612121128630931e-05,0.00010849202632595894,4.9803246162128825e-05,3.925806531828384e-06,6.503464429946159e-05,2.665088998977648e-06,4.954308661614855e-05
utl.us,4.82788000691291e-06,6.007570894743347e-07,9.914513684507766e-06,5.898800762865023e-05,3.247748937787732e-05,5.6807204564147536e-05,5.196246628807103e-05,5.098254668410961e-05,5.6886088911997465e-05,4.185630884097674e-05,7.200444374396644e-05,2.5348684522198187e-05,7.071239611351137e-05,0.00010085699180777732,4.097602160373704e-05,4.6961946978015365e-05,4.499079538928064e-05,7.151545427975835e-05,3.088210234531444e-05,7.648455790899387e-05,8.0216785799099e-05,6.450403927158356e-05,4.887419607333309e-05,5.070412565905451e-06,9.8383145178652e-07,1.5049886189747712e-06,6.1170586571795885e-06,5.870847036617579e-05,-2.0849178872622013e-05,3.497514730993081e-05,4.367090206655608e-05,2.809028112681531e-06,4.905449590628855e-07,8.449146079112774e-05,1.0672061711360299e-06,4.9744544185327134e-05,6.03058991107029e-05,3.249108090330368e-05,4.643224485183589e-05,6.762797321954202e-05,7.475442038990713e-05,3.436787620800469e-05,2.516267766742668e-05,4.448622088738441e-06,6.7228074905941e-05,5.6014405979414585e-05,5.83963135745952e-05,5.879170350138195e-05,4.860849743788867e-05,6.781620560086483e-05,7.334175904270899e-05,2.1934831118289845e-05,-6.122660563474946e-05,3.5322951183461497e-06,6.445310473747308e-05,4.1904940580510695e-06,5.362217037976168e-05,3.919600123065197e-06,3.588323505480886e-05,6.323242253476707e-05,9.009958166655201e-05,5.216157811170235e-06,2.094055852935285e-05,6.089272946948804e-05,3.639308658543205e-07,6.784202018971457e-05,2.960642300717647e-05,1.5283494543984227e-05,4.9803246162128825e-05,0.0001275846051516364,5.078072149569621e-06,5.5028947303009536e-05,4.380866745782766e-06,7.207186581629287e-05
wec.us,6.185531228115864e-05,5.5379031407788066e-05,6.686269943523399e-05,8.905268951340654e-06,6.2869596206388345e-06,3.4684159678624563e-06,9.095055464032056e-06,6.5945994840902545e-06,1.3018294045108623e-05,3.7943346246883715e-06,9.014473373678245e-06,1.286161958276036e-05,1.1625610245869688e-05,1.0131932645620367e-06,1.748626731967069e-06,8.424473687525825e-06,5.104649289429783e-06,2.969749223002489e-06,6.461838050944267e-06,7.54017479548575e-06,-7.243209758989539e-06,4.505039492593929e-06,6.270415803654347e-06,5.2608854200453916e-05,5.6931689694768345e-05,4.737265080013753e-05,4.9113239652640305e-05,4.997128149398966e-06,5.2163642257941995e-05,7.132927769612405e-06,1.2021177976671296e-05,5.4179778334945415e-05,5.0807172650760215e-05,7.513913455723741e-08,5.339459584133691e-05,8.250531779677292e-06,1.1012607152935332e-05,1.1057398672925694e-05,9.993701019442066e-06,6.6346714419759635e-06,2.501869744193681e-06,8.225683618558639e-06,8.58921932213333e-06,5.638236914748184e-05,4.58380802726782e-06,1.092086082061132e-05,8.843370649207456e-06,6.020036101616471e-06,1.3696956049700001e-05,7.2388298900810685e-06,3.165998285242474e-06,3.0942396104691015e-06,-2.1500349933700168e-05,6.10751157149448e-05,1.2446529924250722e-05,5.863960769783624e-05,1.1380460349718309e-05,4.794554789211783e-05,7.968085694490828e-06,6.102832964633601e-06,4.352465648457026e-06,4.5137729129834334e-05,2.556078940764498e-06,4.7608339384800766e-06,5.2287670744538466e-05,8.549149262078241e-06,8.756409713676068e-06,9.154834240675251e-06,3.925806531828384e-06,5.078072149569621e-06,7.659008645596036e-05,4.238047981065944e-06,5.7415888206699133e-05,9.095753157545685e-08
wtr.us,8.471529906607214e-07,7.035421713377829e-07,1.3262431084486312e-05,5.978226960412776e-05,3.896901179691286e-05,4.291842416858526e-05,5.639152828903488e-05,6.673815629723572e-05,6.194711022311505e-05,7.604166578131257e-05,9.138349850238967e-05,3.576223288929884e-05,7.30762730171993e-05,6.903968009102804e-05,4.593649481898396e-05,5.497683165664058e-05,6.090917795924593e-05,6.709202126539467e-05,4.01548117147679e-05,6.387742496741152e-05,6.924568919651407e-05,7.767662032959956e-05,6.064779518365562e-05,2.336184046758208e-06,2.6927065710786494e-06,1.551402014929539e-06,6.361137514616394e-07,6.121608779030011e-05,-8.100620969266085e-06,4.6738833384693936e-05,5.824970500904526e-05,1.3629004771197974e-06,1.8563411870339717e-06,8.356506139045013e-05,7.994684351897896e-07,6.227202602982102e-05,6.594922038827763e-05,3.7576902778638914e-05,6.081437489977247e-05,6.581805148434994e-05,6.37116944915312e-05,4.705515963458701e-05,3.181391702462884e-05,7.5007826401926525e-06,7.129596731369156e-05,6.068674797397249e-05,6.60716403734121e-05,5.97499402459841e-05,6.23837079568622e-05,7.115586215409373e-05,7.145555816884343e-05,4.087442207109428e-05,5.657336350654213e-05,-4.773616430547155e-08,6.810776404240364e-05,3.5598230091414724e-06,5.9221725088384484e-05,-2.55799609318065e-07,6.0333047936169926e-05,7.274413335038985e-05,7.853612083857712e-05,2.9141106171521835e-06,3.3216985029199384e-05,6.301751789232021e-05,8.040183607074838e-07,7.108554665619786e-05,4.080868393599028e-05,2.9497732444333208e-05,6.503464429946159e-05,5.5028947303009536e-05,4.238047981065944e-06,0.00011588920621781641,1.8175694597561423e-06,5.701299164460534e-05
xel.us,6.041318120682553e-05,5.422040986217577e-05,6.650890083198618e-05,6.942992119151959e-06,4.539147350625202e-06,4.5133466783151996e-07,-1.3957813657428122e-06,4.52152857520746e-06,1.0442030914739157e-05,1.737167650696016e-06,6.828019789798123e-06,9.244825269062125e-06,1.064921857268867e-05,7.599102790276771e-06,4.271725103820945e-06,7.475045889955631e-06,2.380983965069385e-06,2.5978927702816804e-06,4.6174833353153525e-06,3.6197368752974046e-06,-1.296513899871463e-05,2.215559950295327e-06,3.911532968525709e-06,5.120088221104789e-05,5.456143493620015e-05,4.7325485167890785e-05,4.83751761301941e-05,4.042935015601326e-06,4.988007816115486e-05,3.074153593667035e-06,1.0306256202539748e-05,5.1768594724397845e-05,4.931616941417046e-05,6.0092087615972776e-06,5.15253098989651e-05,4.9940645947723546e-06,8.186709972664805e-06,1.0795945235965804e-05,9.15114626405148e-06,5.440568933734778e-06,1.4235823721433536e-06,6.899487808227175e-06,7.407585166219084e-06,5.3382929985756296e-05,8.564332257238471e-07,5.6848663952237825e-06,7.2980838051937275e-06,4.337077844288359e-06,1.103986478170552e-05,3.423320868383063e-06,1.7643711662754068e-06,-3.841324360274157e-07,-6.572895827641985e-05,5.783343646403522e-05,9.962440884688325e-06,5.701285389790271e-05,1.0168082911278496e-05,4.838019619653092e-05,3.326276926648373e-06,5.442713219176873e-06,3.67873054916304e-06,4.338352358323168e-05,3.7319952633155688e-06,3.7335464693816983e-06,4.9373760684610126e-05,7.355904104289802e-06,7.459412927828059e-06,1.040593274393815e-05,2.665088998977648e-06,4.380866745782766e-06,5.7415888206699133e-05,1.8175694597561423e-06,6.900600265354384e-05,-3.957908961043807e-06
yorw.us,-1.0642545217609037e-06,-1.4545288723338643e-06,-1.3648833222415781e-06,6.056564877496812e-05,3.8788637109835356e-05,8.777993808531867e-05,7.072816733895773e-05,5.09773672700503e-05,5.5652270235036586e-05,4.271196526020587e-05,9.182884279152173e-05,2.345006242829798e-05,6.963279426667957e-05,0.0001304771704337357,4.519761216651136e-05,3.83526356258768e-05,4.030569524825506e-05,8.844148344706924e-05,3.6390892910723146e-05,0.00011039827682300271,0.00011262392002757212,8.246436130093008e-05,6.536661485144368e-05,1.0703804824254724e-06,1.8701334491357072e-06,-3.7843270858045473e-06,2.414270505580077e-07,5.5403746324649445e-05,-2.392638534064128e-05,4.396644477308436e-05,3.7156411776044145e-05,-5.283032295702642e-07,-6.04367266072137e-06,0.00012662072381340277,-1.4420545366074632e-06,4.6678093678536305e-05,6.108192028250945e-05,3.682084567304172e-05,4.088857731339044e-05,8.013001138997645e-05,0.00010502560692177935,3.163652793070895e-05,2.8354865843709725e-05,1.513549565791932e-06,6.815459249661075e-05,4.8046909943840106e-05,6.005421668345429e-05,6.333679862737408e-05,5.3006125725008895e-05,7.980294725847562e-05,8.82930647921322e-05,4.5298548582735335e-05,-0.00023698082909111493,1.4122073887378185e-06,6.039215609450121e-05,-6.980523672041689e-07,4.844888754385559e-05,-1.103953362446487e-08,5.692689263681102e-05,6.85629671205983e-05,0.0001116268630288035,-1.8187531265880472e-06,2.8548103663949615e-05,6.531412964273865e-05,-3.0735976375982834e-06,7.374837983360231e-05,3.883176295534452e-05,3.974424388584177e-05,4.954308661614855e-05,7.207186581629287e-05,9.095753157545685e-08,5.701299164460534e-05,-3.957908961043807e-06,0.00020242871335736842
